	words	pron	strs	numsyl	pos
4288	stumbled	['S', 'T', 'AH1', 'M', 'B', 'AH0', 'L', 'D']	(1, 0)	2	VBN
4289	stumbles	['S', 'T', 'AH1', 'M', 'B', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
4290	stumbling	['S', 'T', 'AH1', 'M', 'B', 'AH0', 'L', 'IH0', 'NG']	(1, 0, 1)	3	VBG
4291	stun	['S', 'T', 'AH1', 'N']	(1,)	1	NN
4292	stung	['S', 'T', 'AH1', 'NG']	(1,)	1	NN
4293	stunned	['S', 'T', 'AH1', 'N', 'D']	(1,)	1	VBN
4294	stupid	['S', 'T', 'UW1', 'P', 'AH0', 'D']	(1, 0)	2	JJ
4295	stupor	['S', 'T', 'UW1', 'P', 'ER0']	(1, 0)	2	NN
4296	subdue	['S', 'AH0', 'B', 'D', 'UW1']	(0, 1)	2	JJ
4297	subject	['S', 'AH0', 'B', 'JH', 'EH1', 'K', 'T']	(0, 1)	2	NN
4298	sublime	['S', 'AH0', 'B', 'L', 'AY1', 'M']	(0, 1)	2	NN
4299	sublinguistic	['S', 'UW1', 'B', 'L', 'IH0', 'NG', 'IH0', 'S', 'T', 'IH1', 'CH']	(1, 0, 1, 0)	4	JJ
4300	submerged	['S', 'AH0', 'B', 'M', 'ER1', 'JH', 'D']	(0, 1)	2	VBN
4301	submission	['S', 'AH0', 'B', 'M', 'IH1', 'SH', 'AH0', 'N']	(0, 1, 0)	3	NN
4302	submissive	['S', 'AH0', 'B', 'M', 'IH1', 'S', 'IH0', 'V']	(0, 1, 0)	3	NN
4303	submit	['S', 'AH0', 'B', 'M', 'IH1', 'T']	(0, 1)	2	VB
4304	submitting	['S', 'AH0', 'B', 'M', 'IH1', 'T', 'IH0', 'NG']	(0, 1, 0)	3	NN
4305	subtle	['S', 'AH1', 'T', 'AH0', 'L']	(1, 0)	2	NN
4306	subtly	['S', 'AH1', 'T', 'AH0', 'L', 'IY0']	(1, 0, 1)	3	RB
4307	subtracted	['S', 'AH0', 'B', 'T', 'R', 'AE1', 'K', 'T', 'IH0', 'D']	(0, 1, 0)	3	VBD
4308	subvert	['S', 'AH0', 'B', 'V', 'ER1', 'T']	(0, 1)	2	NN
4309	succeed	['S', 'AH0', 'K', 'S', 'IY1', 'D']	(0, 1)	2	VB
4310	success	['S', 'AH0', 'K', 'S', 'EH1', 'S']	(0, 1)	2	NN
4311	such	['S', 'AH1', 'CH']	(1,)	1	JJ
4312	suction	['S', 'AH1', 'K', 'SH', 'AH0', 'N']	(1, 0)	2	NN
4313	sudden	['S', 'AH1', 'D', 'AH0', 'N']	(1, 0)	2	JJ
4314	suddenly	['S', 'AH1', 'D', 'AH0', 'N', 'L', 'IY0']	(1, 0, 1)	3	RB
4315	suffer	['S', 'AH1', 'F', 'ER0']	(1, 0)	2	VB
4316	suffered	['S', 'AH1', 'F', 'ER0', 'D']	(1, 0)	2	VBD
4317	suffering	['S', 'AH1', 'F', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
4318	suffice	['S', 'AH0', 'F', 'AY1', 'S']	(0, 1)	2	VB
4319	suffices	['S', 'AH0', 'F', 'AY1', 'S', 'IH0', 'Z']	(0, 1, 0)	3	NNS
4320	suffocating	['S', 'AH1', 'F', 'AH0', 'K', 'EY2', 'T', 'IH0', 'NG']	(1, 0, 1, 0)	4	VBG
4321	sufi	['S', 'AH0', 'F', 'IH0']	(0, 1)	2	NN
4322	sugar	['SH', 'UH1', 'G', 'ER0']	(1, 0)	2	NN
4323	suggest	['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'T']	(0, 1)	2	NN
4324	sum	['S', 'AH1', 'M']	(1,)	1	NN
4325	summer	['S', 'AH1', 'M', 'ER0']	(1, 0)	2	NN
4326	summoned	['S', 'AH1', 'M', 'AH0', 'N', 'D']	(1, 0)	2	VBD
4327	sun	['S', 'AH1', 'N']	(1,)	1	NN
4328	sung	['S', 'AH1', 'NG']	(1,)	1	NN
4329	sunk	['S', 'AH1', 'NG', 'K']	(1,)	1	NN
4330	sunken	['S', 'AH1', 'NG', 'K', 'AH0', 'N']	(1, 0)	2	JJ
4331	sunlight	['S', 'AH1', 'N', 'L', 'AY2', 'T']	(1, 0)	2	NN
4332	sunlit	['S', 'AH1', 'N', 'L', 'IH2', 'T']	(1, 0)	2	NN
4333	sunrise	['S', 'AH1', 'N', 'R', 'AY2', 'Z']	(1, 0)	2	NN
4334	suns	['S', 'AH1', 'N', 'Z']	(1,)	1	NNS
4335	sunset	['S', 'AH1', 'N', 'S', 'EH2', 'T']	(1, 0)	2	NN
4336	sunsets	['S', 'AH1', 'N', 'S', 'EH2', 'T', 'S']	(1, 0)	2	NNS
4337	sunshine	['S', 'AH1', 'N', 'SH', 'AY2', 'N']	(1, 0)	2	NN
4338	supernova	['S', 'UW2', 'P', 'ER0', 'N', 'OW1', 'V', 'AH0']	(1, 0, 1, 0)	4	NN
4339	supply	['S', 'AH0', 'P', 'L', 'AY1']	(0, 1)	2	NN
4340	supports	['S', 'AH0', 'P', 'AO1', 'R', 'T', 'S']	(0, 1)	2	NNS
4341	sure	['SH', 'UH1', 'R']	(1,)	1	JJ
4342	surely	['SH', 'UH1', 'R', 'L', 'IY0']	(1, 0)	2	RB
4343	surface	['S', 'ER1', 'F', 'AH0', 'S']	(1, 0)	2	NN
4344	surpassing	['S', 'ER0', 'P', 'AE1', 'S', 'IH0', 'NG']	(0, 1, 0)	3	VBG
4345	surprise	['S', 'ER0', 'P', 'R', 'AY1', 'Z']	(0, 1)	2	NN
4346	surreal	['S', 'ER0', 'IY1', 'L']	(0, 1)	2	NN
4347	surround	['S', 'ER0', 'AW1', 'N', 'D']	(0, 1)	2	NN
4348	surrounding	['S', 'ER0', 'AW1', 'N', 'D', 'IH0', 'NG']	(0, 1, 0)	3	VBG
4349	surrounds	['S', 'ER0', 'AW1', 'N', 'D', 'Z']	(0, 1)	2	NNS
4350	survey	['S', 'ER0', 'V', 'EY1']	(0, 1)	2	NN
4351	survival	['S', 'ER0', 'V', 'AY1', 'V', 'AH0', 'L']	(0, 1, 0)	3	NN
4352	survived	['S', 'ER0', 'V', 'AY1', 'V', 'D']	(0, 1)	2	VBD
4353	survives	['S', 'ER0', 'V', 'AY1', 'V', 'Z']	(0, 1)	2	VBZ
4354	surviving	['S', 'ER0', 'V', 'AY1', 'V', 'IH0', 'NG']	(0, 1, 0)	3	VBG
4355	suspending	['S', 'AH0', 'S', 'P', 'EH1', 'N', 'D', 'IH0', 'NG']	(0, 1, 0)	3	VBG
4356	suspicious	['S', 'AH0', 'S', 'P', 'IH1', 'SH', 'AH0', 'S']	(0, 1, 0)	3	JJ
4357	suture	['S', 'UW1', 'CH', 'ER0']	(1, 0)	2	NN
4358	swallowed	['S', 'W', 'AA1', 'L', 'OW0', 'D']	(1, 0)	2	VBN
4359	swallowing	['S', 'W', 'AA1', 'L', 'OW0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
4360	swallows	['S', 'W', 'AA1', 'L', 'OW0', 'Z']	(1, 0)	2	NNS
4361	swamplands	['S', 'W', 'AH0', 'M', 'P', 'L', 'AH0', 'N', 'D', 'S']	(0, 1)	2	NNS
4362	swans	['S', 'W', 'AA1', 'N', 'Z']	(1,)	1	NNS
4363	swarm	['S', 'W', 'AO1', 'R', 'M']	(1,)	1	NN
4364	swarming	['S', 'W', 'AO1', 'R', 'M', 'IH0', 'NG']	(1, 0)	2	VBG
4365	swarms	['S', 'W', 'AO1', 'R', 'M', 'Z']	(1,)	1	NNS
4366	sway	['S', 'W', 'EY1']	(1,)	1	NN
4367	swaying	['S', 'W', 'EY1', 'IH0', 'NG']	(1, 0)	2	VBG
4368	swear	['S', 'W', 'EH1', 'R']	(1,)	1	VB
4369	sweat	['S', 'W', 'EH1', 'T']	(1,)	1	NN
4370	sweater	['S', 'W', 'EH1', 'T', 'ER0']	(1, 0)	2	NN
4371	sweaters	['S', 'W', 'EH1', 'T', 'ER0', 'Z']	(1, 0)	2	NNS
4372	sweep	['S', 'W', 'IY1', 'P']	(1,)	1	NN
4373	sweeps	['S', 'W', 'IY1', 'P', 'S']	(1,)	1	NNS
4374	sweet	['S', 'W', 'IY1', 'T']	(1,)	1	JJ
4375	sweetly	['S', 'W', 'IY1', 'T', 'L', 'IY0']	(1, 0)	2	RB
4376	swell	['S', 'W', 'EH1', 'L']	(1,)	1	JJ
4377	swept	['S', 'W', 'EH1', 'P', 'T']	(1,)	1	VBD
4378	swift	['S', 'W', 'IH1', 'F', 'T']	(1,)	1	JJ
4379	swiftly	['S', 'W', 'IH1', 'F', 'T', 'L', 'IY0']	(1, 0)	2	RB
4380	swim	['S', 'W', 'IH1', 'M']	(1,)	1	VB
4381	swimming	['S', 'W', 'IH1', 'M', 'IH0', 'NG']	(1, 0)	2	VBG
4382	swing	['S', 'W', 'IH1', 'NG']	(1,)	1	VBG
4383	swinging	['S', 'W', 'IH1', 'NG', 'IH0', 'NG']	(1, 0)	2	VBG
4384	swirl	['S', 'W', 'ER1', 'L']	(1,)	1	NN
4385	swirling	['S', 'W', 'ER1', 'L', 'IH0', 'NG']	(1, 0)	2	VBG
4386	switch	['S', 'W', 'IH1', 'CH']	(1,)	1	NN
4387	swoop	['S', 'W', 'UW1', 'P']	(1,)	1	NN
4388	sword	['S', 'AO1', 'R', 'D']	(1,)	1	NN
4389	swords	['S', 'AO1', 'R', 'D', 'Z']	(1,)	1	NNS
4390	swore	['S', 'W', 'AO1', 'R']	(1,)	1	VBD
4391	sworn	['S', 'W', 'AO1', 'R', 'N']	(1,)	1	VBN
4392	swung	['S', 'W', 'AH1', 'NG']	(1,)	1	NN
4393	syllables	['S', 'IH1', 'L', 'AH0', 'B', 'AH0', 'L', 'Z']	(1, 0, 1)	3	NNS
4394	symbol	['S', 'IH1', 'M', 'B', 'AH0', 'L']	(1, 0)	2	NN
4395	symbols	['S', 'IH1', 'M', 'B', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
4396	symmetric	['S', 'IY0', 'MM', 'EH1', 'T', 'R', 'IH1', 'SH']	(0, 1, 0)	3	JJ
4397	symphony	['S', 'IH1', 'M', 'F', 'AH0', 'N', 'IY0']	(1, 0, 1)	3	NN
4398	synced	['S', 'IY0', 'N', 'CH', 'IH0', 'D']	(0, 1)	2	VBN
4399	synchronize	['S', 'IH1', 'NG', 'K', 'R', 'AH0', 'N', 'AY2', 'Z']	(1, 0, 1)	3	VB
4400	synchronized	['S', 'IH1', 'NG', 'K', 'R', 'AH0', 'N', 'AY2', 'Z', 'D']	(1, 0, 1)	3	VBN
4401	system	['S', 'IH1', 'S', 'T', 'AH0', 'M']	(1, 0)	2	NN
4402	table	['T', 'EY1', 'B', 'AH0', 'L']	(1, 0)	2	NN
4403	tabletop	['T', 'EY1', 'B', 'AH0', 'L', 'T', 'AA2', 'P']	(1, 0, 1)	3	NN
4404	tail	['T', 'EY1', 'L']	(1,)	1	NN
4405	take	['T', 'EY1', 'K']	(1,)	1	VB
4406	takes	['T', 'EY1', 'K', 'S']	(1,)	1	VBZ
4407	tales	['T', 'EY1', 'L', 'Z']	(1,)	1	NNS
4408	talk	['T', 'AO1', 'K']	(1,)	1	NN
4409	tall	['T', 'AO1', 'L']	(1,)	1	NN
4410	tanzamir	['T', 'AH0', 'N', 'Z', 'AA1', 'M', 'IH0', 'R']	(0, 1, 0)	3	NN
4411	tapestries	['T', 'AE1', 'P', 'AH0', 'S', 'T', 'R', 'IY0', 'Z']	(1, 0, 1)	3	NNS
4412	tapestry	['T', 'AE1', 'P', 'AH0', 'S', 'T', 'R', 'IY0']	(1, 0, 1)	3	NN
4413	tapsong	['T', 'AH0', 'P', 'S', 'OW0', 'NG']	(0, 1)	2	NN
4414	targets	['T', 'AA1', 'R', 'G', 'AH0', 'T', 'S']	(1, 0)	2	NNS
4415	task	['T', 'AE1', 'S', 'K']	(1,)	1	NN
4416	taste	['T', 'EY1', 'S', 'T']	(1,)	1	NN
4417	tasted	['T', 'EY1', 'S', 'T', 'AH0', 'D']	(1, 0)	2	VBN
4418	tates	['T', 'AE1', 'T', 'EH1', 'S']	(1, 0)	2	NNS
4419	tattered	['T', 'AE1', 'T', 'ER0', 'D']	(1, 0)	2	VBN
4420	tattoo	['T', 'AE0', 'T', 'UW1']	(0, 1)	2	NN
4421	taught	['T', 'AO1', 'T']	(1,)	1	VBD
4422	tavern	['T', 'AE1', 'V', 'ER0', 'N']	(1, 0)	2	NN
4423	taxing	['T', 'AE1', 'K', 'S', 'IH0', 'NG']	(1, 0)	2	VBG
4424	tea	['T', 'IY1']	(1,)	1	NN
4425	teach	['T', 'IY1', 'CH']	(1,)	1	VB
4426	teaching	['T', 'IY1', 'CH', 'IH0', 'NG']	(1, 0)	2	VBG
4427	teachings	['T', 'IY1', 'CH', 'IH0', 'NG', 'Z']	(1, 0)	2	NNS
4428	tear	['T', 'EH1', 'R']	(1,)	1	VB
4429	tears	['T', 'EH1', 'R', 'Z']	(1,)	1	NNS
4430	technological	['T', 'EH2', 'K', 'N', 'AH0', 'L', 'AA1', 'JH', 'IH0', 'K', 'AH0', 'L']	(1, 0, 1, 0, 1)	5	JJ
4431	technologies	['T', 'EH0', 'K', 'N', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'Z']	(0, 1, 0, 1)	4	NNS
4432	technology	['T', 'EH0', 'K', 'N', 'AA1', 'L', 'AH0', 'JH', 'IY0']	(0, 1, 0, 1)	4	NN
4433	teeth	['T', 'IY1', 'TH']	(1,)	1	NNS
4434	telepathic	['T', 'EH2', 'L', 'AH0', 'P', 'AE1', 'TH', 'AH0', 'K']	(1, 0, 1, 0)	4	JJ
4435	teletubbies	['T', 'EH1', 'L', 'AH0', 'T', 'AH0', 'BB', 'IY0', 'S']	(1, 0, 1, 0)	4	NNS
4436	tell	['T', 'EH1', 'L']	(1,)	1	NN
4437	tellers	['T', 'EH1', 'L', 'ER0', 'Z']	(1, 0)	2	NNS
4438	tells	['T', 'EH1', 'L', 'Z']	(1,)	1	NNS
4439	tempered	['T', 'EH1', 'M', 'P', 'ER0', 'D']	(1, 0)	2	VBN
4440	tempest	['T', 'EH1', 'M', 'P', 'AH0', 'S', 'T']	(1, 0)	2	NN
4441	tempests	['T', 'IH0', 'M', 'P', 'IH0', 'S', 'T', 'S']	(0, 1)	2	NNS
4442	temple	['T', 'EH1', 'M', 'P', 'AH0', 'L']	(1, 0)	2	NN
4443	temples	['T', 'EH1', 'M', 'P', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
4444	tempting	['T', 'EH1', 'M', 'P', 'T', 'IH0', 'NG']	(1, 0)	2	VBG
4445	ten	['T', 'EH1', 'N']	(1,)	1	NNS
4446	tender	['T', 'EH1', 'N', 'D', 'ER0']	(1, 0)	2	JJ
4447	tenderness	['T', 'EH1', 'N', 'D', 'ER0', 'N', 'AH0', 'S']	(1, 0, 1)	3	NN
4448	tennis	['T', 'EH1', 'N', 'AH0', 'S']	(1, 0)	2	NN
4449	tense	['T', 'EH1', 'N', 'S']	(1,)	1	NN
4450	tension	['T', 'EH1', 'N', 'SH', 'AH0', 'N']	(1, 0)	2	NN
4451	tentacles	['T', 'EH1', 'N', 'T', 'AH0', 'K', 'AH0', 'L', 'Z']	(1, 0, 1)	3	NNS
4452	tenth	['T', 'EH1', 'N', 'TH']	(1,)	1	NN
4453	termites	['T', 'ER1', 'M', 'AY0', 'T', 'S']	(1, 0)	2	NNS
4454	territory	['T', 'EH1', 'R', 'IH0', 'T', 'AO2', 'R', 'IY0']	(1, 0, 1, 0)	4	NN
4455	test	['T', 'EH1', 'S', 'T']	(1,)	1	NN
4456	testament	['T', 'EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'N', 'T']	(1, 0, 1)	3	NN
4457	text	['T', 'EH1', 'K', 'S', 'T']	(1,)	1	NN
4458	texting	['T', 'IH0', 'ZH', 'T', 'IH0', 'NG']	(0, 1)	2	VBG
4459	texture	['T', 'EH1', 'K', 'S', 'CH', 'ER0']	(1, 0)	2	NN
4460	than	['DH', 'AE1', 'N']	(1,)	1	IN
4461	thank	['TH', 'AE1', 'NG', 'K']	(1,)	1	VB
4462	thanked	['TH', 'AE1', 'NG', 'K', 'T']	(1,)	1	NNS
4463	thanking	['TH', 'AE1', 'NG', 'K', 'IH0', 'NG']	(1, 0)	2	VBG
4464	thanks	['TH', 'AE1', 'NG', 'K', 'S']	(1,)	1	NNS
4465	that	['DH', 'AE1', 'T']	(1,)	1	CS
4466	thats	['TH', 'AA1', 'T', 'S']	(1,)	1	NNS
4467	the	['DH', 'AH0']	(0,)	1	DT
4468	theater	['TH', 'IY1', 'AH0', 'T', 'ER0']	(1, 0, 1)	3	NN
4469	thee	['DH', 'IY1']	(1,)	1	NN
4470	their	['DH', 'EH1', 'R']	(1,)	1	PP$
4471	theirs	['DH', 'EH1', 'R', 'Z']	(1,)	1	PP$$
4472	them	['DH', 'EH1', 'M']	(1,)	1	PPO
4473	themes	['TH', 'IY1', 'M', 'Z']	(1,)	1	NNS
4474	themselves	['DH', 'EH0', 'M', 'S', 'EH1', 'L', 'V', 'Z']	(0, 1)	2	PPLS
4475	then	['DH', 'EH1', 'N']	(1,)	1	RB
4476	theorem	['TH', 'IH1', 'R', 'AH0', 'M']	(1, 0)	2	NN
4477	theories	['TH', 'IH1', 'R', 'IY0', 'Z']	(1, 0)	2	NNS
4478	theory	['TH', 'IH1', 'R', 'IY0']	(1, 0)	2	NN
4479	there	['DH', 'EH1', 'R']	(1,)	1	EX
4480	therefore	['DH', 'EH1', 'R', 'F', 'AO2', 'R']	(1, 0)	2	RB
4481	therere	['TH', 'IH0', 'R', 'AH0', 'R']	(0, 1)	2	RB
4482	theres	['TH', 'IH0', 'R', 'AH0', 'S']	(0, 1)	2	NNS
4483	these	['DH', 'IY1', 'Z']	(1,)	1	DT
4484	they	['DH', 'EY1']	(1,)	1	PRP
4485	theybe	['TH', 'IY0', 'B']	(0,)	1	NN
4486	theyjust	['TH', 'IY0', 'Y', 'UW1', 'S', 'T']	(0, 1)	2	NN
4487	theynever	['TH', 'IY0', 'N', 'EH1', 'V', 'IH0', 'R']	(0, 1, 0)	3	NN
4488	theyre	['TH', 'IY0', 'R']	(0,)	1	NN
4489	theyve	['TH', 'IY0', 'V']	(0,)	1	NN
4490	thick	['TH', 'IH1', 'K']	(1,)	1	NN
4491	thickened	['TH', 'IH1', 'K', 'AH0', 'N', 'D']	(1, 0)	2	VBD
4492	thieves	['TH', 'IY1', 'V', 'Z']	(1,)	1	NNS
4493	thigh	['TH', 'AY1']	(1,)	1	NN
4494	thin	['TH', 'IH1', 'N']	(1,)	1	JJ
4495	thing	['TH', 'IH1', 'NG']	(1,)	1	NN
4496	things	['TH', 'IH1', 'NG', 'Z']	(1,)	1	NNS
4497	think	['TH', 'IH1', 'NG', 'K']	(1,)	1	VB
4498	thinkers	['TH', 'IH1', 'NG', 'K', 'ER0', 'Z']	(1, 0)	2	NNS
4499	thinking	['TH', 'IH1', 'NG', 'K', 'IH0', 'NG']	(1, 0)	2	VBG
4500	thinks	['TH', 'IH1', 'NG', 'K', 'S']	(1,)	1	NNS
4501	thinning	['TH', 'IH1', 'N', 'IH0', 'NG']	(1, 0)	2	VBG
4502	thirst	['TH', 'ER1', 'S', 'T']	(1,)	1	NN
4503	thirsting	['TH', 'IH0', 'R', 'S', 'T', 'IH0', 'NG']	(0, 1)	2	VBG
4504	thirsty	['TH', 'ER1', 'S', 'T', 'IY0']	(1, 0)	2	JJ
4505	this	['DH', 'IH1', 'S']	(1,)	1	DT
4506	thomas	['T', 'AA1', 'M', 'AH0', 'S']	(1, 0)	2	NP
4507	thorn	['TH', 'AO1', 'R', 'N']	(1,)	1	NN
4508	thorns	['TH', 'AO1', 'R', 'N', 'Z']	(1,)	1	NNS
4509	thorny	['TH', 'AO1', 'R', 'N', 'IY0']	(1, 0)	2	JJ
4510	those	['DH', 'OW1', 'Z']	(1,)	1	DT
4511	though	['DH', 'OW1']	(1,)	1	CS
4512	thought	['TH', 'AO1', 'T']	(1,)	1	NN
4513	thoughts	['TH', 'AO1', 'T', 'S']	(1,)	1	NNS
4514	thousand	['TH', 'AW1', 'Z', 'AH0', 'N', 'D']	(1, 0)	2	NN
4515	thousands	['TH', 'AW1', 'Z', 'AH0', 'N', 'D', 'Z']	(1, 0)	2	NNS
4516	thread	['TH', 'R', 'EH1', 'D']	(1,)	1	NN
4517	threaded	['TH', 'R', 'EH1', 'D', 'AH0', 'D']	(1, 0)	2	VBN
4518	threads	['TH', 'R', 'EH1', 'D', 'Z']	(1,)	1	NNS
4519	threat	['TH', 'R', 'EH1', 'T']	(1,)	1	NN
4520	threatened	['TH', 'R', 'EH1', 'T', 'AH0', 'N', 'D']	(1, 0)	2	VBN
4521	threatening	['TH', 'R', 'EH1', 'T', 'AH0', 'N', 'IH0', 'NG']	(1, 0, 1)	3	VBG
4522	threats	['TH', 'R', 'EH1', 'T', 'S']	(1,)	1	NNS
4523	three	['TH', 'R', 'IY1']	(1,)	1	CD
4524	threw	['TH', 'R', 'UW1']	(1,)	1	NN
4525	throat	['TH', 'R', 'OW1', 'T']	(1,)	1	NN
4526	throne	['TH', 'R', 'OW1', 'N']	(1,)	1	NN
4527	thrones	['T', 'HH', 'R', 'OW1', 'N', 'EH1', 'S']	(1, 0)	2	NNS
4528	through	['TH', 'R', 'UW1']	(1,)	1	IN
4529	throughout	['TH', 'R', 'UW0', 'AW1', 'T']	(0, 1)	2	IN
4530	thrown	['TH', 'R', 'OW1', 'N']	(1,)	1	NN
4531	thuds	['TH', 'UW1', 'D', 'S']	(1,)	1	NNS
4532	thunder	['TH', 'AH1', 'N', 'D', 'ER0']	(1, 0)	2	NN
4533	thundered	['TH', 'AH1', 'N', 'D', 'ER0', 'D']	(1, 0)	2	VBN
4534	thundering	['TH', 'AH1', 'N', 'D', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
4535	tick	['T', 'IH1', 'K']	(1,)	1	NN
4536	ticking	['T', 'IH1', 'K', 'IH0', 'NG']	(1, 0)	2	VBG
4537	tickles	['T', 'IH1', 'K', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
4538	tickling	['T', 'IH1', 'SH', 'K', 'L', 'IH1', 'NG']	(1, 0)	2	VBG
4539	tide	['T', 'AY1', 'D']	(1,)	1	NN
4540	tied	['T', 'AY1', 'D']	(1,)	1	VBN
4541	ties	['T', 'AY1', 'Z']	(1,)	1	NNS
4542	tight	['T', 'AY1', 'T']	(1,)	1	RB
4543	til	['T', 'IH1', 'L']	(1,)	1	NN
4544	till	['T', 'IH1', 'L']	(1,)	1	CS
4545	time	['T', 'AY1', 'M']	(1,)	1	NN
4546	timed	['T', 'AY1', 'M', 'D']	(1,)	1	VBN
4547	timeless	['T', 'AY1', 'M', 'L', 'AH0', 'S']	(1, 0)	2	NN
4548	timelessly	['T', 'IH1', 'M', 'AH0', 'L', 'IH0', 'S', 'S', 'L', 'IY0']	(1, 0, 1, 0)	4	RB
4549	times	['T', 'AY1', 'M', 'Z']	(1,)	1	NNS
4550	timing	['T', 'AY1', 'M', 'IH0', 'NG']	(1, 0)	2	NN
4551	tip	['T', 'IH1', 'P']	(1,)	1	NN
4552	tips	['T', 'IH1', 'P', 'S']	(1,)	1	NNS
4553	tipsy	['T', 'IH1', 'P', 'S', 'IY0']	(1, 0)	2	NN
4554	tired	['T', 'AY1', 'ER0', 'D']	(1, 0)	2	VBD
4555	to	['T', 'UW1']	(1,)	1	IN
4556	tock	['T', 'AA1', 'K']	(1,)	1	NN
4557	today	['T', 'AH0', 'D', 'EY1']	(0, 1)	2	NN
4558	together	['T', 'AH0', 'G', 'EH1', 'DH', 'ER0']	(0, 1, 0)	3	RB
4559	token	['T', 'OW1', 'K', 'AH0', 'N']	(1, 0)	2	NN
4560	told	['T', 'OW1', 'L', 'D']	(1,)	1	VBD
4561	toll	['T', 'OW1', 'L']	(1,)	1	NN
4562	tolls	['T', 'OW1', 'L', 'Z']	(1,)	1	NNS
4563	tomb	['T', 'UW1', 'M']	(1,)	1	NN
4564	tombs	['T', 'UW1', 'M', 'Z']	(1,)	1	NNS
4565	tomorrow	['T', 'AH0', 'M', 'AA1', 'R', 'OW2']	(0, 1, 0)	3	NN
4566	tone	['T', 'OW1', 'N']	(1,)	1	NN
4567	tones	['T', 'OW1', 'N', 'Z']	(1,)	1	NNS
4568	tongue	['T', 'AH1', 'NG']	(1,)	1	NN
4569	tongues	['T', 'AH1', 'NG', 'Z']	(1,)	1	NNS
4570	tonic	['T', 'AA1', 'N', 'IH0', 'K']	(1, 0)	2	NN
4571	tonight	['T', 'AH0', 'N', 'AY1', 'T']	(0, 1)	2	NN
4572	too	['T', 'UW1']	(1,)	1	RB
4573	took	['T', 'UH1', 'K']	(1,)	1	VBD
4574	tool	['T', 'UW1', 'L']	(1,)	1	NN
4575	tools	['T', 'UW1', 'L', 'Z']	(1,)	1	NNS
4576	top	['T', 'AA1', 'P']	(1,)	1	NN
4577	topped	['T', 'AA1', 'P', 'T']	(1,)	1	NNS
4578	torch	['T', 'AO1', 'R', 'CH']	(1,)	1	NN
4579	tormented	['T', 'AO1', 'R', 'M', 'EH2', 'N', 'T', 'IH0', 'D']	(1, 0, 1)	3	VBN
4580	torn	['T', 'AO1', 'R', 'N']	(1,)	1	NN
4581	tornadoes	['T', 'AO0', 'R', 'N', 'EY1', 'D', 'OW0', 'Z']	(0, 1, 0)	3	NNS
4582	tortuous	['T', 'AO1', 'R', 'CH', 'AH0', 'W', 'AH0', 'S']	(1, 0, 1)	3	JJ
4583	torture	['T', 'AO1', 'R', 'CH', 'ER0']	(1, 0)	2	NN
4584	toss	['T', 'AO1', 'S']	(1,)	1	NN
4585	tossed	['T', 'AO1', 'S', 'T']	(1,)	1	VBN
4586	tossing	['T', 'AO1', 'S', 'IH0', 'NG']	(1, 0)	2	VBG
4587	touch	['T', 'AH1', 'CH']	(1,)	1	NN
4588	toward	['T', 'AH0', 'W', 'AO1', 'R', 'D']	(0, 1)	2	IN
4589	towards	['T', 'AH0', 'W', 'AO1', 'R', 'D', 'Z']	(0, 1)	2	IN
4590	tower	['T', 'AW1', 'ER0']	(1, 0)	2	NN
4591	towering	['T', 'AW1', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
4592	towers	['T', 'AW1', 'ER0', 'Z']	(1, 0)	2	NNS
4593	town	['T', 'AW1', 'N']	(1,)	1	NN
4594	towns	['T', 'AW1', 'N', 'Z']	(1,)	1	NNS
4595	toy	['T', 'OY1']	(1,)	1	NN
4596	toys	['T', 'OY1', 'Z']	(1,)	1	NNS
4597	trace	['T', 'R', 'EY1', 'S']	(1,)	1	NN
4598	traces	['T', 'R', 'EY1', 'S', 'AH0', 'Z']	(1, 0)	2	NNS
4599	tracing	['T', 'R', 'EY1', 'S', 'IH0', 'NG']	(1, 0)	2	VBG
4600	trade	['T', 'R', 'EY1', 'D']	(1,)	1	NN
4601	trading	['T', 'R', 'EY1', 'D', 'IH0', 'NG']	(1, 0)	2	VBG
4602	traffic	['T', 'R', 'AE1', 'F', 'IH0', 'K']	(1, 0)	2	NN
4603	tragedies	['T', 'R', 'AE1', 'JH', 'AH0', 'D', 'IY0', 'Z']	(1, 0, 1)	3	NNS
4604	train	['T', 'R', 'EY1', 'N']	(1,)	1	NN
4605	trampled	['T', 'R', 'AE1', 'M', 'P', 'AH0', 'L', 'D']	(1, 0)	2	VBN
